"loeuf_rank","input_order","e3_gene_symbol","ncbi_gene_id","uniprot_accession","e3_protein_class","major_e3_class","post_publication_update","match_status","match_method","match_note","gene","ensembl_gene_id","transcript_id","transcript_version","transcript_selection_method","chromosome","start_position","end_position","loeuf","pLI","plof_obs","plof_exp","plof_oe","missense_oe","missense_z","synonymous_oe","highly_lof_constrained","strong_missense_constraint","constraint_signal_pattern","quality_status","quality_flags","low_coverage_flag","poor_mappability_flag","gene_quality_metrics.exome_prop_bp_AN90","gene_quality_metrics.exome_mean_AS_MQ","gene_quality_metrics.exome_prop_segdup","gene_quality_metrics.exome_prop_LCR","gene_flags","constraint_flags"
546,232,"TRIM4",89122,"Q9C037","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM4","ENSG00000146833","ENST00000349062","ENST00000349062.7","MANE Select","chr7",99890403,99919530,1.1729,2.8048e-09,29,33.713,0.86019,0.9332,0.69416,0.96125,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
547,81,"OBI1",79596,"Q5W0B1","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","OBI1","ENSG00000152193","ENST00000282003","ENST00000282003.7","MANE Select","chr13",78614289,78659155,1.1745,1.842e-19,59,62.393,0.94562,1.0531,-0.65306,1.0314,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
548,337,"PRKN",5071,"O60260","RING-between-RING, Ubl E3","RBR","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PRKN","ENSG00000185345","ENST00000366898","ENST00000366898.6","MANE Select","chr6",161347417,162727766,1.1751,2.0239e-18,56,59.538,0.94057,1.1015,-1.0576,1.1258,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99928,59.999,0,0,"[]","[]"
549,247,"TRIM5",85363,"Q9C035","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM5","ENSG00000132256","ENST00000380034","ENST00000380034.8","MANE Select","chr11",5663195,5685074,1.1752,5.9562e-10,31,35.599,0.87081,1.0294,-0.30546,1.1273,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.961,0,0,"[]","[]"
550,638,"ASB6",140459,"Q9NWX5","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB6","ENSG00000148331","ENST00000277458","ENST00000277458.5","MANE Select","chr9",129634605,129642151,1.1796,1.0721e-07,24,28.613,0.83877,0.92709,0.73569,1.097,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
551,163,"RNF212B",100507650,"A8MTL3","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF212B","ENSG00000215277","ENST00000430154","ENST00000430154.7","MANE Select","chr14",23237936,23273477,1.1801,4.2192e-17,52,55.519,0.93661,0.82466,1.3999,0.8155,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.93,59.998,0,0,"[]","[]"
552,383,"FBXL15",79176,"Q9H469","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL15","ENSG00000107872","ENST00000369956","ENST00000369956.8","MANE Select","chr10",102420836,102423136,1.1827,4.1948e-06,19,23.573,0.80601,0.90511,0.83464,1.0785,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99444,59.998,0,0,"[]","[]"
553,392,"FBXL6",26233,"Q8N531","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL6","ENSG00000182325","ENST00000331890","ENST00000331890.6","MANE Select","chr8",144355431,144358472,1.1876,1.6522e-16,50,53.288,0.9383,1.1336,-1.5274,1.2544,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.78108,59.994,0,0,"[]","[]"
554,166,"RNF215",200312,"Q9Y6U7","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF215","ENSG00000099999","ENST00000382363","ENST00000382363.8","MANE Select","chr22",30378821,30387411,1.1885,2.0374e-13,41,44.759,0.91601,0.91099,0.84559,0.94751,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.84439,59.997,0,0.1176,"[]","[]"
555,376,"ECT2L",345930,"Q008S8","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ECT2L","ENSG00000203734","ENST00000541398","ENST00000541398.7","MANE Select","chr6",138796087,138904070,1.1894,2.5003e-44,126,122.83,1.0258,0.95105,0.68104,1.0085,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99668,59.999,0,0,"[]","[]"
556,523,"KCTD21",283219,"Q4G0X4","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KCTD21","ENSG00000188997","ENST00000340067","ENST00000340067.4","MANE Select","chr11",78171249,78188626,1.1923,0.0052489,9,13.172,0.68328,0.90035,0.77962,1.0331,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
557,72,"MUL1",79594,"Q969V5","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MUL1","ENSG00000090432","ENST00000264198","ENST00000264198.5","MANE Select","chr1",20499448,20508151,1.1924,9.5096e-10,30,34.126,0.8791,0.93009,0.63286,1.0168,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.994,0,0,"[]","[]"
558,607,"ERCC8",1161,"Q13216","CRL4 substrate receptor (DDB1-binding protein)","CRL4","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ERCC8","ENSG00000049167","ENST00000676185","ENST00000676185.1","MANE Select","chr5",60866454,60945070,1.1925,2.835e-17,52,54.94,0.9465,1.1027,-0.94606,0.92892,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99832,59.999,0,0,"[]","[]"
559,298,"ZNRF2",223082,"Q8NHG8","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZNRF2","ENSG00000180233","ENST00000323037","ENST00000323037.5","MANE Select","chr7",30284597,30367689,1.1926,3.4329e-05,16,20.377,0.78522,1.0921,-0.71615,1.2282,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.53719,59.918,0.64601,0.084022,"[]","[]"
560,179,"RNF39",80352,"Q9H2S5","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF39","ENSG00000204618","ENST00000244360","ENST00000244360.8","MANE Select","chr6",30070270,30075769,1.1976,3.9541e-08,25,29.156,0.85746,1.0078,-0.075382,0.95621,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.87216,59.997,0,0,"[]","[]"
561,293,"ZFPL1",7542,"O95159","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZFPL1","ENSG00000162300","ENST00000294258","ENST00000294258.8","MANE Select","chr11",65084222,65088398,1.1995,3.9167e-09,28,32.004,0.87489,0.90863,0.80321,0.93241,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.998,0,0,"[]","[]"
562,451,"ASB4",51666,"Q9Y574","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2; CRL5","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB4","ENSG00000005981","ENST00000325885","ENST00000325885.6","MANE Select","chr7",95485943,95540233,1.2016,1.6857e-11,35,38.619,0.90628,1.0565,-0.55292,0.96889,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.997,0,0,"[]","[]"
563,488,"BTBD16",118663,"Q32M84","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BTBD16","ENSG00000138152","ENST00000260723","ENST00000260723.6","MANE Select","chr10",122271296,122338159,1.2023,1.9057e-22,66,67.376,0.97958,1.0292,-0.30955,1.0236,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99736,59.999,0,0,"[]","[]"
564,157,"RNF187",149603,"Q5TA31","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF187","ENSG00000168159","ENST00000305943","ENST00000305943.9","MANE Select","chr1",228487382,228496188,1.2032,7.0822e-06,18,22.184,0.81139,1.0358,-0.27206,1.1636,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.44681,59.998,0,0,"[]","[]"
565,591,"DCAF12L2",340578,"Q5VW00","CRL4 substrate receptor (DDB1-binding protein)","CRL4","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF12L2","ENSG00000198354","ENST00000360028","ENST00000360028.4","MANE Select","chrX",126163499,126166289,1.2041,3.0878e-05,16,20.182,0.79279,0.87688,1.0565,1.0264,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.481,0,0,"[]","[]"
566,4,"BFAR",51283,"Q9NZS9","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BFAR","ENSG00000103429","ENST00000261658","ENST00000261658.7","MANE Select","chr16",14632951,14669236,1.2054,1.882e-17,52,54.352,0.95673,1.0692,-0.68222,1.0523,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99704,59.999,0,0,"[]","[]"
567,332,"STUB1",10273,"Q9UNE7","Degenerate RING (U-box)","degenerate RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","STUB1","ENSG00000103266","ENST00000219548","ENST00000219548.9","MANE Select","chr16",680410,682801,1.2083,3.0604e-12,37,40.286,0.91844,1.0903,-0.79115,1.4309,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.82508,59.997,0,0,"[]","[]"
568,609,"LRWD1",222229,"Q9UFC0","CRL4 substrate receptor (DDB1-binding protein)","CRL4","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","LRWD1","ENSG00000161036","ENST00000292616","ENST00000292616.10","MANE Select","chr7",102464984,102473168,1.217,2.0217e-26,76,75.581,1.0055,1.0639,-0.79951,1.2917,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.997,0,0,"[]","[]"
569,502,"GMCL2",64396,"Q8NEA9","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","GMCL2","ENSG00000244234","ENST00000463439","ENST00000463439.3","MANE Select","chr5",178184505,178187371,1.2188,5.8445e-11,33,36.204,0.9115,0.92911,0.68574,0.93305,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.24968,59.509,0.081115,0,"[]","[]"
570,169,"RNF223",401934,"E7ERA6","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF223","ENSG00000237330","ENST00000453464","ENST00000453464.3","MANE Select","chr1",1070967,1074306,1.2206,0.0021811,10,13.897,0.71957,0.99727,0.022713,0.96918,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.77376,59.998,0,0,"[]","[]"
571,105,"RFPL1",5988,"O75677","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RFPL1","ENSG00000128250","ENST00000354373","ENST00000354373.2","Ensembl canonical","chr22",29438583,29442455,1.2279,0.034793,6,9.6447,0.6221,0.88358,0.99103,0.97036,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99685,56.924,1,0,"[]","[]"
572,541,"KLHL21",9903,"Q9UJP4","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL21","ENSG00000162413","ENST00000377658","ENST00000377658.8","MANE Select","chr1",6590724,6602869,1.2328,3.1699e-14,42,44.065,0.95314,1.0325,-0.41295,1.2731,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.94193,59.996,0,0,"[]","[]"
573,238,"TRIM45",80263,"Q9H8W5","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM45","ENSG00000134253","ENST00000256649","ENST00000256649.9","MANE Select","chr1",117111060,117121749,1.2358,2.4952e-15,45,46.687,0.96386,0.93351,0.7654,0.90638,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
574,252,"TRIM54",57159,"Q9BYV2","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM54","ENSG00000138100","ENST00000380075","ENST00000380075.7","MANE Select","chr2",27282429,27307435,1.2402,1.3724e-13,40,41.986,0.9527,1.0097,-0.090802,1.021,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
575,251,"TRIM52",84851,"Q96A61","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM52","ENSG00000183718","ENST00000688015","ENST00000688015.1","MANE Select","chr5",181255147,181261143,1.248,4.3833e-08,24,27.046,0.88738,0.98962,0.083413,0.98795,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.94077,59.981,0,0.073171,"[]","[]"
576,444,"NCCRP1",342897,"Q6ZVX7","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","NCCRP1","ENSG00000188505","ENST00000339852","ENST00000339852.5","MANE Select","chr19",39196964,39201884,1.249,7.5801e-11,32,34.412,0.9299,0.94947,0.42654,0.95492,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.89697,59.999,0,0,"[]","[]"
577,550,"KLHL30",377007,"Q0D2K2","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL30","ENSG00000168427","ENST00000409223","ENST00000409223.2","MANE Select","chr2",238138668,238152947,1.251,3.4807e-19,55,55.036,0.99935,0.96849,0.3828,0.95557,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.94233,59.997,0,0,"[]","[]"
578,463,"LRRC42",115353,"Q9Y546","CRL2 substrate receptor (BC-CUL2-box)","CRL2","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","LRRC42","ENSG00000116212","ENST00000371370","ENST00000371370.8","MANE Select","chr1",53946350,53968168,1.2515,8.8182e-15,43,44.305,0.97054,1.0607,-0.58384,1.0603,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
579,460,"LRR1",122769,"Q96L50","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2; CRL5","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","LRR1","ENSG00000165501","ENST00000298288","ENST00000298288.11","MANE Select","chr14",49598940,49614672,1.2527,7.8917e-10,29,31.564,0.91877,0.99547,0.042686,0.98697,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
580,557,"KLHL38",340359,"Q2WGJ6","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL38","ENSG00000175946","ENST00000684634","ENST00000684634.1","MANE Select","chr8",123644442,123653801,1.2568,4.9364e-13,38,39.63,0.95888,1.0734,-0.85637,1.0654,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,60,0,0,"[]","[]"
581,380,"FBXL12",54850,"Q9NXK8","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL12","ENSG00000127452","ENST00000247977","ENST00000247977.9","MANE Select","chr19",9810270,9819079,1.2595,1.8244e-07,22,24.943,0.88202,0.8846,1.0255,0.99587,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99693,59.988,0,0,"[]","[]"
582,649,"RAB40B",10966,"Q12829","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RAB40B","ENSG00000141542","ENST00000571995","ENST00000571995.6","MANE Select","chr17",82654973,82698698,1.2618,3.8856e-07,21,23.966,0.87623,0.89123,0.91664,0.98338,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.96043,59.837,0,0.032374,"[]","[]"
583,417,"FBXO40",51725,"Q9UH90","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO40","ENSG00000163833","ENST00000338040","ENST00000338040.6","MANE Select","chr3",121593379,121630295,1.2684,1.4904e-17,50,49.894,1.0021,1.0286,-0.35973,1.0617,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
584,628,"ASB11",140456,"Q8WXH4","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB11","ENSG00000165192","ENST00000480796","ENST00000480796.6","MANE Select","chrX",15281697,15315640,1.2711,7.9368e-06,17,20.061,0.84742,1.0081,-0.055084,1.0136,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.98865,59.997,0,0.06192,"[]","[]"
