"input_order","e3_gene_symbol","ncbi_gene_id","uniprot_accession","e3_protein_class","major_e3_class","match_status","gnomad_symbol_matches","match_method","match_note","matched_gnomad_symbol","ensembl_gene_id","transcript_id","duplicated_gene_assignment","quality_status","quality_flags"
624,"WIPI2","26100","Q9Y4P8","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WIPI2","ENSG00000157954","ENST00000288828",FALSE,"pass","none"
625,"ANKRD9","122416","Q96BM1","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ANKRD9","ENSG00000156381","ENST00000286918",FALSE,"pass","none"
626,"ASB1","51665","Q9Y576","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB1","ENSG00000065802","ENST00000264607",FALSE,"pass","none"
627,"ASB10","136371","Q8WXI3","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB10","ENSG00000146926","ENST00000420175",FALSE,"pass","none"
628,"ASB11","140456","Q8WXH4","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB11","ENSG00000165192","ENST00000480796",FALSE,"pass","none"
629,"ASB12","142689","Q8WXK4","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB12","ENSG00000198881","ENST00000362002",FALSE,"pass","none"
630,"ASB13","79754","Q8WXK3","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB13","ENSG00000196372","ENST00000357700",FALSE,"pass","none"
631,"ASB14","142686","A6NK59","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB14","ENSG00000239388","ENST00000487349",FALSE,"pass","none"
632,"ASB15","142685","Q8WXK1","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB15","ENSG00000146809","ENST00000451215",FALSE,"pass","none"
633,"ASB16","92591","Q96NS5","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB16","ENSG00000161664","ENST00000293414",FALSE,"pass","none"
634,"ASB17","127247","Q8WXJ9","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB17","ENSG00000154007","ENST00000284142",FALSE,"pass","none"
635,"ASB18","401036","Q6ZVZ8","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB18","ENSG00000182177","ENST00000409749",FALSE,"pass","none"
636,"ASB3","51130","Q9Y575","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB3","ENSG00000115239","ENST00000263634",FALSE,"pass","none"
637,"ASB5","140458","Q8WWX0","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB5","ENSG00000164122","ENST00000296525",FALSE,"pass","none"
638,"ASB6","140459","Q9NWX5","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB6","ENSG00000148331","ENST00000277458",FALSE,"pass","none"
639,"ASB7","140460","Q9H672","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB7","ENSG00000183475","ENST00000332783",FALSE,"pass","none"
640,"ASB8","140461","Q9H765","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB8","ENSG00000177981","ENST00000317697",FALSE,"pass","none"
641,"ASB9","140462","Q96DX5","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB9","ENSG00000102048","ENST00000380488",FALSE,"pass","none"
642,"ELOA","6924","Q14241","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ELOA","ENSG00000011007","ENST00000613537",FALSE,"pass","none"
643,"ELOA2","51224","Q8IYF1","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ELOA2","ENSG00000206181","ENST00000332567",FALSE,"flagged","constraint_flags=[""no_exp_lof"",""outlier_mis""]"
644,"LRRC41","10489","Q15345","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","LRRC41","ENSG00000132128","ENST00000617190",FALSE,"pass","none"
645,"NEURL2","140825","Q9BR09","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","NEURL2","ENSG00000124257","ENST00000372518",FALSE,"pass","none"
646,"PCMTD1","115294","Q96MG8","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PCMTD1","ENSG00000168300","ENST00000522514",FALSE,"pass","none"
647,"RAB40A","142684","Q8WXH6","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RAB40A","ENSG00000172476","ENST00000304236",FALSE,"flagged","constraint_flags=[""no_exp_lof""]"
648,"RAB40AL","282808","P0C0E4","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RAB40AL","ENSG00000102128","ENST00000218249",FALSE,"flagged","constraint_flags=[""no_exp_lof""]"
649,"RAB40B","10966","Q12829","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RAB40B","ENSG00000141542","ENST00000571995",FALSE,"pass","none"
650,"RAB40C","57799","Q96S21","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RAB40C","ENSG00000197562","ENST00000248139",FALSE,"pass","none"
651,"SOCS2","8835","O14508","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SOCS2","ENSG00000120833","ENST00000551556",FALSE,"pass","none"
652,"SOCS3","9021","O14543","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SOCS3","ENSG00000184557","ENST00000330871",FALSE,"pass","none"
653,"SOCS4","122809","Q8WXH5","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SOCS4","ENSG00000180008","ENST00000555846",FALSE,"pass","none"
654,"SOCS5","9655","O75159","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SOCS5","ENSG00000171150","ENST00000394861",FALSE,"pass","none"
655,"SOCS6","9306","O14544","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SOCS6","ENSG00000170677","ENST00000397942",FALSE,"pass","none"
656,"SOCS7","30837","O14512","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SOCS7","ENSG00000274211","ENST00000612932",FALSE,"pass","none"
657,"SPSB1","80176","Q96BD6","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SPSB1","ENSG00000171621","ENST00000328089",FALSE,"pass","none"
658,"SPSB2","84727","Q99619","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SPSB2","ENSG00000111671","ENST00000524270",FALSE,"pass","none"
659,"SPSB3","90864","Q6PJ21","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SPSB3","ENSG00000162032","ENST00000566339",FALSE,"pass","none"
660,"SPSB4","92369","Q96A44","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SPSB4","ENSG00000175093","ENST00000310546",FALSE,"pass","none"
661,"TULP4","56995","Q9NRJ4","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TULP4","ENSG00000130338","ENST00000367097",FALSE,"pass","none"
662,"WSB1","26118","Q9Y6I7","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WSB1","ENSG00000109046","ENST00000262394",FALSE,"pass","none"
663,"WSB2","55884","Q9NYS7","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WSB2","ENSG00000176871","ENST00000315436",FALSE,"pass","none"
664,"FZR1","51343","Q9UM11","APC substrate receptor","APC","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FZR1","ENSG00000105325","ENST00000441788",FALSE,"pass","none"
665,"CDC20","991","Q12834","APC substrate receptor","APC","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","CDC20","ENSG00000117399","ENST00000310955",FALSE,"pass","none"
666,"MYCBP2","23077","O75592","Atypical (RING-Cys-Relay)","Atypical","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MYCBP2","ENSG00000005810","ENST00000544440",FALSE,"pass","none"
667,"TNFAIP3","7128","P21580","Atypical E3 (A20-type zinc finger)","Atypical","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TNFAIP3","ENSG00000118503","ENST00000612899",FALSE,"pass","none"
668,"RABGEF1","27342","Q9UJ41","Atypical E3 (A20-type zinc finger)","Atypical","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RABGEF1","ENSG00000154710","ENST00000284957",FALSE,"pass","none"
669,"UBE2O","63893","Q9C0C9","Atypical E3 (E2/E3 hybrid)","Atypical","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UBE2O","ENSG00000175931","ENST00000319380",FALSE,"pass","none"
670,"BIRC6","57448","Q9NR09","Atypical E3 (E2/E3 hybrid)","Atypical","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BIRC6","ENSG00000115760","ENST00000421745",FALSE,"pass","none"
671,"RANBP2","5903","P49792","Atypical E3 (interinal repeat region IR1-M-IR2), SUMO E3","Atypical","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RANBP2","ENSG00000153201","ENST00000283195",FALSE,"pass","none"
672,"ZNF451","26036","Q9Y4E5","Atypical E3 (SIM and PLRP motif), SUMO E3","Atypical","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZNF451","ENSG00000112200","ENST00000370706",FALSE,"pass","none"
673,"UFL1","23376","O94874","Atypical E3 (catalytic site formed from multiple interfaces), Ubl E3","Atypical","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UFL1","ENSG00000014123","ENST00000369278",FALSE,"pass","none"
674,"DDRGK1","65992","Q96HY6","Atypical E3 (catalytic site formed from multiple interfaces), Ubl E3","Atypical","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DDRGK1","ENSG00000198171","ENST00000354488",FALSE,"pass","none"
675,"ATG5","9474","Q9H1Y0","Atypical E3 (catalytic site formed from multiple interfaces), Ubl E3","Atypical","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ATG5","ENSG00000057663","ENST00000369076",FALSE,"pass","none"
676,"ATG12","9140","O94817","Atypical E3 (catalytic site formed from multiple interfaces), Ubl E3","Atypical","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ATG12","ENSG00000145782","ENST00000509910",FALSE,"pass","none"
